            n, insertion_cmp, insertion_swaps, insertion_time,     quick_cmp,   quick_swaps,    quick_time,      heap_cmp,    heap_swaps,     heap_time,     merge_cmp,   merge_swaps,    merge_time
3840,    9443965543,    4710944814,          2213,     328533134,      31296836,           217,     393166141,      76152902,           247,     367407250,      73294374,           311
3841,    9451355901,    4714634238,          2212,     328712362,      31313819,           213,     393384469,      76195278,           248,     367609430,      73335269,           297
3842,    9458750282,    4718325672,          2445,     328899255,      31330727,           213,     393602974,      76237689,           300,     367811759,      73376207,           506
3843,    9466145260,    4722017403,          2451,     329084883,      31347619,           217,     393821689,      76280149,           250,     368014082,      73417144,           301
3844,    9473541991,    4725710009,          2211,     329275660,      31364262,           215,     394040539,      76322635,           251,     368216556,      73458126,           299
3845,    9480944849,    4729405677,          2211,     329456552,      31381213,           225,     394259304,      76365097,           253,     368419074,      73499115,           301
3846,    9488352388,    4733103684,          2918,     329633921,      31398105,           218,     394478187,      76407586,           247,     368621690,      73540119,           302
3847,    9495762240,    4736802846,          2206,     329811380,      31415193,           214,     394697119,      76450088,           251,     368824258,      73581103,           296
3848,    9503176393,    4740504157,          2201,     329997240,      31432172,           216,     394916204,      76492629,           249,     369026961,      73622128,           298
3849,    9510593851,    4744207119,          2265,     330182284,      31449014,           217,     395135482,      76535205,           249,     369229709,      73663161,           304
3850,    9518014108,    4747911479,          2210,     330367804,      31465832,           213,     395354637,      76577737,           247,     369432419,      73704158,           303
3851,    9525437950,    4751617630,          2255,     330562584,      31482702,           215,     395573775,      76620274,           247,     369635222,      73745190,           314
3852,    9532865793,    4755325780,          2283,     330758542,      31499437,           221,     395793050,      76662841,           249,     369838117,      73786234,           305
3853,    9540293803,    4759034012,          2228,     330937990,      31516493,           214,     396012355,      76705416,           250,     370041142,      73827311,           307
3854,    9547727436,    4762745054,          2207,     331119867,      31533492,           214,     396231692,      76747994,           249,     370244116,      73868367,           297
3855,    9555166226,    4766458673,          2224,     331302738,      31550515,           218,     396450927,      76790541,           248,     370447173,      73909454,           297
3856,    9562606719,    4770173142,          2240,     331483560,      31567515,           215,     396670385,      76833146,           251,     370650203,      73950528,           303
3857,    9570053071,    4773890539,          2227,     331663481,      31584561,           218,     396889800,      76875729,           250,     370853330,      73991633,           301
3858,    9577506366,    4777611406,          2761,     331842600,      31601489,           216,     397109242,      76918311,           250,     371056500,      74032740,           304
3859,    9584964268,    4781334575,          2215,     332028189,      31618417,           213,     397329041,      76960996,           253,     371259672,      74073839,           301
3860,    9592423901,    4785058608,          2257,     332212472,      31635437,           215,     397548738,      77003637,           253,     371462968,      74114959,           299
3861,    9599889291,    4788785518,          2230,     332397846,      31652405,           219,     397768611,      77046321,           291,     371666316,      74156087,           317
3862,    9607360890,    4792515531,          2271,     332576808,      31669516,           227,     397988382,      77088980,           247,     371869742,      74197248,           299
3863,    9614840018,    4796249307,          2231,     332757607,      31686491,           215,     398208281,      77131663,           250,     372073220,      74238411,           297
3864,    9622321659,    4799984338,          2228,     332936401,      31703594,           213,     398428215,      77174352,           263,     372276832,      74279633,           298
3865,    9629804081,    4803719758,          2251,     333119437,      31720748,           235,     398648268,      77217074,           250,     372480544,      74320878,           300
3866,    9637288948,    4807456399,          2226,     333301159,      31737708,           207,     398868431,      77259816,           250,     372684229,      74362126,           303
3867,    9644774460,    4811193361,          2241,     333481252,      31754840,           208,     399088510,      77302535,           247,     372888074,      74403417,           296
3868,    9652262251,    4814931461,          2216,     333658560,      31771892,           211,     399308811,      77345310,           311,     373091903,      74444674,           299
3869,    9659757045,    4818673061,          2254,     333851213,      31788858,           215,     399529174,      77388088,           249,     373295858,      74485963,           297
3870,    9667257288,    4822417384,          2226,     334035485,      31805956,           215,     399749801,      77430937,           250,     373499717,      74527189,           308
3871,    9674762552,    4826164216,          2181,     334223742,      31823049,           207,     399970365,      77473766,           240,     373703782,      74568487,           292
3872,    9682269179,    4829911728,          2217,     334424248,      31839904,           208,     400190799,      77516552,           237,     373907680,      74609747,           284
3873,    9689777469,    4833660070,          2187,     334608581,      31856865,           212,     400411233,      77559340,           248,     374111659,      74651029,           295
3874,    9697290328,    4837410695,          2176,     334787889,      31873808,           204,     400631940,      77602186,           237,     374315726,      74692334,           285
3875,    9704808526,    4841163988,          2193,     334965758,      31890958,           223,     400852563,      77645004,           248,     374519715,      74733602,           297
3876,    9712332043,    4844919939,          2200,     335151963,      31908009,           214,     401073516,      77687907,           239,     374723935,      74774914,           287
3877,    9719863275,    4848679746,          2255,     335333990,      31925292,           210,     401294328,      77730779,           239,     374928207,      74816233,           285
3878,    9727396936,    4852440766,          2146,     335512034,      31942604,           207,     401515039,      77773618,           248,     375132578,      74857589,           306
3879,    9734930872,    4856201922,          2235,     335699733,      31959551,           211,     401735902,      77816486,           241,     375336918,      74898915,           286
3880,    9742469099,    4859965222,          2187,     335886550,      31976502,           208,     401956799,      77859361,           254,     375541312,      74940268,           299
3881,    9750013061,    4863731388,          2179,     336068968,      31993520,           201,     402177762,      77902255,           239,     375745796,      74981642,           290
3882,    9757562924,    4867500503,          2185,     336261826,      32010583,           208,     402398822,      77945160,           242,     375950344,      75023034,           287
3883,    9765113342,    4871269894,          2134,     336445596,      32027519,           205,     402619933,      77988075,           237,     376154962,      75064444,           294
3884,    9772669261,    4875042034,          2245,     336627494,      32044655,           214,     402841149,      78031010,           250,     376359539,      75105812,           298
3885,    9780227481,    4878815323,          2264,     336808947,      32061779,           216,     403062629,      78074016,           270,     376564247,      75147218,           295
3886,    9787787992,    4882589756,          2178,     336988311,      32078923,           203,     403284054,      78116998,           239,     376768997,      75188639,           286
3887,    9795349434,    4886364653,          2199,     337173447,      32095753,           210,     403505403,      78159959,           248,     376973971,      75230123,           304
3888,    9802916349,    4890142285,          2180,     337361213,      32112763,           205,     403726920,      78202957,           240,     377178790,      75271573,           295
3889,    9810488645,    4893922606,          2260,     337543508,      32130088,           219,     403948398,      78245948,           250,     377383702,      75313049,           296
3890,    9818062416,    4897703663,          2250,     337726866,      32147235,           216,     404170071,      78288989,           253,     377588702,      75354534,           301
3891,    9825641966,    4901487608,          2259,     337911710,      32164396,           218,     404391685,      78331998,           251,     377793706,      75396024,           300
3892,    9833227927,    4905274757,          2256,     338094027,      32181545,           218,     404613484,      78375049,           250,     377998913,      75437549,           302
3893,    9840814425,    4909062173,          2250,     338284276,      32198522,           211,     404835304,      78418117,           248,     378204095,      75479072,           299
3894,    9848404138,    4912851195,          2277,     338469251,      32215667,           213,     405057156,      78461183,           248,     378409198,      75520551,           305
3895,    9855998358,    4916642469,          2294,     338656826,      32232763,           216,     405279179,      78504288,           252,     378614441,      75562077,           310
3896,    9863595709,    4920435307,          2469,     338839906,      32250017,           214,     405501089,      78547364,           253,     378819746,      75603630,           301
3897,    9871198673,    4924230950,          2247,     339027939,      32267298,           220,     405723274,      78590499,           252,     379025073,      75645185,           300
3898,    9878808162,    4928029854,          2157,     339214920,      32284658,           214,     405945555,      78633661,           250,     379230613,      75686789,           299
3899,    9886423720,    4931831791,          2282,     339409126,      32301778,           212,     406167751,      78676793,           256,     379436073,      75728362,           299
3900,    9894041379,    4935634777,          2163,     339596941,      32318857,           213,     406389813,      78719883,           250,     379641724,      75769981,           300
3901,    9901662595,    4939439540,          2161,     339776087,      32336168,           208,     406612229,      78763070,           239,     379847376,      75811598,           302
3902,    9909290172,    4943247482,          2324,     339958297,      32353332,           206,     406834707,      78806255,           240,     380053140,      75853245,           286
3903,    9916922642,    4947057869,          2242,     340138672,      32370499,           212,     407057191,      78849444,           252,     380258866,      75894866,           298
3904,    9924561015,    4950871206,          2435,     340323486,      32387734,           223,     407279590,      78892594,           256,     380464773,      75936558,           304
3905,    9932200731,    4954685213,          2319,     340509197,      32405090,           214,     407502238,      78935823,           252,     380670731,      75978260,           305
3906,    9939844312,    4958501151,          2274,     340691214,      32422506,           215,     407724805,      78979031,           252,     380876698,      76019956,           304
3907,    9947492364,    4962319323,          2267,     340893111,      32439355,           209,     407947419,      79022236,           251,     381082733,      76061664,           302
3908,    9955142097,    4966138334,          2302,     341086217,      32456530,           217,     408170148,      79065463,           260,     381288826,      76103364,           304
3909,    9962794615,    4969958736,          2275,     341269857,      32473633,           213,     408393057,      79108728,           253,     381494902,      76145053,           301
3910,    9970447712,    4973779426,          2283,     341456037,      32490892,           214,     408616229,      79152055,           250,     381701081,      76186767,           300
3911,    9978107266,    4977603343,          2284,     341641319,      32508083,           317,     408839264,      79195365,           251,     381907250,      76228473,           304
3912,    9985770979,    4981429338,          2267,     341837364,      32525142,           214,     409062401,      79238688,           254,     382113463,      76270196,           310
3913,    9993435055,    4985255513,          2296,     342022377,      32542719,           219,     409285467,      79282004,           252,     382319689,      76311919,           306
3914,   10001100758,    4989082500,          2280,     342209308,      32560209,           254,     409508598,      79325326,           269,     382526008,      76353659,           310
3915,   10008769528,    4992911019,          2492,     342391835,      32577533,           224,     409731730,      79368629,           258,     382732378,      76395412,           304
3916,   10016440895,    4996740835,          2277,     342577087,      32594841,           214,     409955032,      79411989,           270,     382938832,      76437162,           316
3917,   10024112405,    5000570721,          2303,     342769763,      32612011,           220,     410178393,      79455348,           254,     383145305,      76478910,           308
3918,   10031790424,    5004403860,          2311,     342971744,      32629112,           221,     410402006,      79498767,           255,     383351927,      76520749,           302
3919,   10039472096,    5008238824,          2293,     343154220,      32646639,           220,     410625474,      79542153,           250,     383558637,      76562593,           299
3920,   10047160379,    5012077092,          2278,     343340952,      32663969,           216,     410849027,      79585546,           254,     383765426,      76604457,           313
3921,   10054854399,    5015918227,          2388,     343527404,      32681135,           215,     411072628,      79628955,           253,     383972259,      76646337,           302
3922,   10062551622,    5019760962,          2291,     343721337,      32698167,           205,     411296451,      79672407,           242,     384179095,      76688184,           290
3923,   10070249686,    5023604116,          2214,     343903913,      32715490,           219,     411520407,      79715902,           252,     384386037,      76730071,           306
3924,   10077948547,    5027447667,          2309,     344087901,      32732775,           216,     411744238,      79759360,           251,     384592943,      76771925,           304
3925,   10085647461,    5031291243,          2275,     344276034,      32749862,           202,     411968137,      79802825,           241,     384799893,      76813790,           297
3926,   10093348282,    5035135771,          2397,     344463303,      32767166,           276,     412192116,      79846313,           255,     385006917,      76855675,           306
3927,   10101050430,    5038980961,          2317,     344648246,      32784406,           219,     412415981,      79889762,           261,     385213984,      76897566,           311
3928,   10108757647,    5042828684,          2309,     344831227,      32801754,           219,     412639955,      79933227,           255,     385421229,      76939531,           303
3929,   10116469373,    5046678660,          2289,     345018543,      32819117,          1907,     412864114,      79976730,           257,     385628537,      76981515,           310
3930,   10124188722,    5050532446,          2293,     345200768,      32836360,           214,     413088285,      80020246,           257,     385835776,      77023441,           309
3931,   10131911388,    5054387889,          2549,     345391032,      32853710,           215,     413312711,      80063823,           261,     386043138,      77065402,           306
3932,   10139637115,    5058244861,          2296,     345578030,      32871062,           222,     413536896,      80107345,           256,     386250532,      77107377,           306
3933,   10147370361,    5062105591,          2382,     345764872,      32888405,           213,     413761297,      80150914,           255,     386458021,      77149378,           311
3934,   10155109762,    5065969397,          2363,     345951180,      32905747,           215,     413986089,      80194576,           270,     386665433,      77191331,           305
3935,   10162855006,    5069836123,          2272,     346132854,      32923114,           206,     414210676,      80238181,           254,     386873035,      77233359,           311
3936,   10170600621,    5073703033,          2442,     346316228,      32940470,           208,     414435188,      80281762,           259,     387080727,      77275392,           306
3937,   10178353257,    5077573452,          2288,     346505150,      32957720,           211,     414660071,      80325425,           256,     387288475,      77317434,           313
3938,   10186108330,    5081445088,          2322,     346693745,      32975208,           207,     414884891,      80369073,           245,     387496347,      77359543,           291
3939,   10193869574,    5085319808,          2300,     346887544,      32992405,           205,     415109690,      80412725,           244,     387704186,      77401632,           291
3940,   10201632543,    5089195389,          2271,     347074321,      33009792,           205,     415334657,      80456402,           243,     387912208,      77443765,           291
3941,   10209397769,    5093072097,          2226,     347255822,      33027205,           213,     415559618,      80500076,           258,     388120263,      77485897,           306
3942,   10217170332,    5096952472,          2208,     347437491,      33044678,           214,     415784778,      80543805,           252,     388328295,      77528042,           299
3943,   10224949300,    5100836048,          2351,     347630215,      33061998,           214,     416009770,      80587485,           254,     388536458,      77570205,           302
3944,   10232734869,    5104722923,          2252,     347817963,      33079394,           210,     416234847,      80631177,           252,     388744576,      77612336,           302
3945,   10240526705,    5108612930,          2275,     348003207,      33096681,           203,     416459863,      80674848,           245,     388952728,      77654476,           306
3946,   10248322190,    5112504760,          2311,     348188682,      33114289,           213,     416685017,      80718557,           252,     389161021,      77696630,           292
3947,   10256118544,    5116397023,          2248,     348372162,      33131761,           209,     416910287,      80762288,           249,     389369390,      77738811,           292
3948,   10263915931,    5120289801,          2328,     348555950,      33149237,           204,     417135598,      80806033,           255,     389577849,      77781025,           300
3949,   10271720163,    5124186000,          2346,     348735587,      33166817,           215,     417361000,      80849789,           253,     389786318,      77823245,           307
3950,   10279530704,    5128085352,          2236,     348921097,      33184480,           210,     417586513,      80893581,           245,     389994867,      77865461,           294
3951,   10287341348,    5131984754,          2372,     349103525,      33202083,           212,     417812090,      80937381,           254,     390203432,      77907671,           303
3952,   10295156483,    5135886400,          2292,     349293367,      33219588,           206,     418037469,      80981118,           242,     390411966,      77949886,           357
3953,   10302977223,    5139790847,          2295,     349484349,      33236941,           202,     418263191,      81024938,           245,     390620549,      77992111,           293
3954,   10310802778,    5143697700,          2287,     349671220,      33254382,           218,     418489092,      81068806,           243,     390829226,      78034354,           293
3955,   10318629890,    5147605330,          2522,     349866271,      33271790,           217,     418715003,      81112663,           286,     391037991,      78076634,           310
3956,   10326459349,    5151514132,          2263,     350069911,      33289202,           209,     418940867,      81156512,           246,     391246921,      78118938,           293
3957,   10334295807,    5155426432,          2289,     350257391,      33306688,           207,     419166724,      81200354,           252,     391455842,      78161235,           306
3958,   10342136446,    5159340821,          2306,     350438710,      33324338,           224,     419392939,      81244282,           254,     391664826,      78203546,           306
3959,   10349981264,    5163257298,          2642,     350631237,      33341701,           214,     419619220,      81288218,           254,     391873833,      78245862,           307
3960,   10357831261,    5167176363,          2332,     350821117,      33359003,           213,     419845231,      81332083,           256,     392082899,      78288169,           309
3961,   10365684143,    5171096869,          2336,     351005911,      33376784,           218,     420071421,      81375992,           258,     392291997,      78330483,           305
3962,   10373543264,    5175020493,          2398,     351190893,      33394384,           216,     420297639,      81419916,           258,     392501225,      78372837,           314
3963,   10381404274,    5178945060,          2489,     351376073,      33412034,           216,     420524065,      81463875,           259,     392710488,      78415206,           309
3964,   10389268205,    5182871086,          2564,     351559396,      33429674,           204,     420750362,      81507811,           247,     392919861,      78457606,           302
3965,   10397139731,    5186800908,          2484,     351742438,      33447322,           221,     420976801,      81551778,           259,     393129305,      78500031,           307
3966,   10405011498,    5190730849,          2269,     351926114,      33464806,           206,     421203259,      81595749,           245,     393338759,      78542451,           295
3967,   10412890734,    5194664523,          2436,     352116019,      33482507,           212,     421429842,      81639748,           245,     393548290,      78584906,           292
3968,   10420776843,    5198601632,          2343,     352304207,      33500217,           219,     421656556,      81683773,           255,     393757825,      78627319,           308
3969,   10428668165,    5202541346,          2319,     352494392,      33517590,           209,     421883339,      81727810,           255,     393967417,      78669743,           307
3970,   10436564726,    5206483678,          2282,     352683027,      33535114,           206,     422110217,      81771866,           245,     394177040,      78712181,           306
3971,   10444463038,    5210426884,          2516,     352867397,      33552877,           204,     422336980,      81815894,           247,     394386729,      78754627,           304
3972,   10452365033,    5214371930,          2341,     353051763,      33570528,           210,     422564024,      81859982,           257,     394596538,      78797109,           310
3973,   10460267873,    5218317397,          2321,     353240229,      33588151,           213,     422791093,      81904068,           246,     394806384,      78839590,           293
3974,   10468173284,    5222264148,          2260,     353431280,      33605698,           236,     423018243,      81948166,           247,     395016239,      78882087,           363
3975,   10476079836,    5226211468,          2573,     353615153,      33623327,           205,     423245063,      81992187,           245,     395226183,      78924592,           293
3976,   10483993479,    5230162332,          2267,     353799020,      33641140,           207,     423472100,      82036259,           248,     395436198,      78967124,           293
3977,   10491912769,    5234116018,          2245,     353989191,      33658572,           206,     423699375,      82080383,           245,     395646260,      79009667,           337
3978,   10499835376,    5238071361,          2319,     354182623,      33676023,           200,     423926659,      82124509,           250,     395856478,      79052255,           310
3979,   10507758194,    5242026808,          2284,     354375687,      33693692,           207,     424154099,      82168671,           245,     396066722,      79094854,           296
3980,   10515685179,    5245984337,          2297,     354563516,      33711121,           213,     424381538,      82212839,           257,     396276918,      79137406,           308
3981,   10523617561,    5249944563,          2432,     354749602,      33728731,           212,     424608799,      82256941,           248,     396487148,      79179970,           295
3982,   10531550776,    5253905204,          2254,     354943799,      33746165,           201,     424836369,      82301133,           248,     396697472,      79222561,           297
3983,   10539490408,    5257869052,          2256,     355146188,      33763522,           201,     425063942,      82345318,           248,     396907910,      79265198,           294
3984,   10547432773,    5261834265,          2378,     355342783,      33781053,           220,     425291527,      82389503,           257,     397118350,      79307810,           307
3985,   10555379517,    5265801666,          2310,     355534224,      33798408,           236,     425519181,      82433695,           246,     397328830,      79350424,           294
3986,   10563331132,    5269771501,          2259,     355726254,      33815842,           214,     425746736,      82477872,           257,     397539339,      79393042,           308
3987,   10571283312,    5273741617,          2558,     355924895,      33833227,           219,     425974525,      82522096,           248,     397749905,      79435681,           309
3988,   10579241013,    5277714492,          2340,     356117366,      33850747,           203,     426202458,      82566348,           251,     397960490,      79478285,           298
3989,   10587201617,    5281688817,          2276,     356302790,      33868623,           211,     426430504,      82610622,           247,     398171166,      79520917,           295
3990,   10595167178,    5285665619,          2323,     356489444,      33886360,           231,     426658578,      82654903,           254,     398381869,      79563552,           304
3991,   10603140370,    5289646235,          2468,     356679049,      33903825,           219,     426886698,      82699197,           257,     398592692,      79606221,           308
3992,   10611116275,    5293628206,          2355,     356871812,      33921394,           215,     427114717,      82743468,           257,     398803572,      79648944,           308
3993,   10619095523,    5297611847,          3635,     357065232,      33938951,           282,     427342863,      82787759,           353,     399014504,      79691679,           371
3994,   10627080618,    5301598410,          2761,     357259862,      33956473,           247,     427571272,      82832117,           287,     399225547,      79734423,           309
3995,   10635068216,    5305586223,          2565,     357448203,      33974072,           219,     427799559,      82876434,           260,     399436559,      79777154,           309
3996,   10643059115,    5309575685,          2766,     357635061,      33991876,           215,     428027678,      82920695,           260,     399647697,      79819906,           312
3997,   10651055835,    5313568056,          2946,     357819812,      34009729,           220,     428256132,      82965053,           260,     399858854,      79862658,           314
3998,   10659060474,    5317564385,          2697,     358007776,      34027325,           220,     428484650,      83009415,           262,     400070129,      79905439,           311
3999,   10667069570,    5321562941,          3080,     358207394,      34045003,           223,     428713321,      83053812,           260,     400281337,      79948186,           312
4000,   10675086207,    5325565266,          2416,     358405378,      34062623,           267,     428941955,      83098198,           262,     400492787,      79991025,           313
4001,   10683104561,    5329568448,          2527,     358596588,      34080287,           232,     429170696,      83142617,           308,     400704302,      80033880,           344
4002,   10691125172,    5333572757,          2436,     358794414,      34097760,           218,     429399558,      83187054,           265,     400915882,      80076750,           314
4003,   10699152970,    5337580658,          2516,     358980102,      34115531,           220,     429628541,      83231509,           259,     401127589,      80119664,           322
4004,   10707182485,    5341589416,          2385,     359165788,      34133311,           220,     429857511,      83275967,           292,     401339117,      80162498,           438
4005,   10715212163,    5345598254,          2568,     359362431,      34150829,           218,     430086457,      83320407,           303,     401550774,      80205367,           318
4006,   10723246872,    5349609606,          2637,     359555906,      34168368,           218,     430315557,      83364887,           263,     401762515,      80248268,           323
4007,   10731283758,    5353622045,          4561,     359748401,      34185955,           314,     430544764,      83409407,           488,     401974304,      80291177,           445
4008,   10739323775,    5357636048,          3832,     359936769,      34203771,           257,     430774093,      83453938,           326,     402186141,      80334077,           356
4009,   10747367417,    5361651862,          4063,     360125116,      34221515,           305,     431003368,      83498457,           358,     402398065,      80376995,           422
4010,   10755418812,    5365671551,          2651,     360311966,      34239322,           225,     431232522,      83542932,           298,     402610019,      80419936,           393
4011,   10763473714,    5369692992,          3050,     360504441,      34256952,           223,     431461891,      83587472,           278,     402822106,      80462910,           330
4012,   10771534965,    5373717606,          2425,     360696619,      34274797,           226,     431691304,      83632021,           263,     403034133,      80505843,           317
4013,   10779597473,    5377742847,          2418,     360890562,      34292586,           224,     431920857,      83676590,           263,     403246282,      80548810,           321
4014,   10787664700,    5381770446,          2328,     361084564,      34310261,           211,     432150571,      83721196,           263,     403458527,      80591825,           315
4015,   10795735328,    5385799744,          2397,     361277932,      34327959,           211,     432380063,      83765751,           250,     403670749,      80634802,           299
4016,   10803807003,    5389829564,          2361,     361475187,      34345534,           220,     432609826,      83810364,           292,     403883145,      80677848,           314
4017,   10811883095,    5393861591,          2296,     361660082,      34363405,           208,     432839853,      83855032,           249,     404095592,      80720906,           299
4018,   10819962696,    5397895371,          2431,     361850259,      34381289,           220,     433069834,      83899700,           262,     404308054,      80763937,           313
4019,   10828048582,    5401932292,          2361,     362043943,      34399081,           207,     433299774,      83944354,           256,     404520662,      80807029,           323
4020,   10836138207,    5405971081,          2342,     362237219,      34416919,           209,     433529650,      83988969,           250,     404733286,      80850112,           301
4021,   10844231271,    5410011588,          2459,     362425514,      34434726,           209,     433759719,      84033639,           259,     404945949,      80893209,           299
4022,   10852332330,    5414056091,          2482,     362613615,      34452635,           216,     433989839,      84078327,           258,     405158629,      80936282,           308
4023,   10860440560,    5418104178,          2404,     362804043,      34470412,           217,     434219991,      84123014,           260,     405371284,      80979350,           312
4024,   10868556815,    5422156276,          2417,     362992097,      34488459,           223,     434450086,      84167691,           261,     405584150,      81022475,           312
4025,   10876678471,    5426211073,          2990,     363188857,      34506193,           295,     434680420,      84212421,           361,     405797051,      81065616,           419
4026,   10884800986,    5430266298,          4054,     363378476,      34524038,           323,     434910697,      84257126,           311,     406009911,      81108714,           367
4027,   10892926642,    5434323092,          3744,     363564991,      34542022,           262,     435141166,      84301876,           264,     406222870,      81151853,           342
4028,   10901052683,    5438380077,          2427,     363749524,      34559985,           224,     435371704,      84346637,           263,     406435796,      81194930,           320
4029,   10909183243,    5442439320,          2442,     363939511,      34577909,           224,     435602122,      84391367,           265,     406648800,      81238042,           316
4030,   10917317822,    5446500571,          2423,     364129192,      34595799,           219,     435832875,      84436184,           263,     406861830,      81281161,           315
4031,   10925458900,    5450565070,          2519,     364330582,      34613445,           223,     436063387,      84480939,           261,     407074936,      81324296,           311
4032,   10933605471,    5454632314,          2448,     364527149,      34631065,           259,     436294127,      84525744,           262,     407288184,      81367497,           314
4033,   10941756393,    5458701732,          2420,     364728035,      34648724,           219,     436524931,      84570557,           262,     407501488,      81410711,           389
4034,   10949908282,    5462771632,          2475,     364917632,      34666474,           222,     436755913,      84615404,           265,     407714811,      81453935,           317
4035,   10958066668,    5466844779,          2477,     365106777,      34684232,           255,     436986969,      84660268,           263,     407928202,      81497175,           314
4036,   10966231951,    5470921373,          2458,     365296148,      34702354,           245,     437217801,      84705086,           277,     408141648,      81540440,           315
4037,   10974400701,    5474999699,          2480,     365486793,      34720214,           220,     437448953,      84749976,           264,     408355146,      81583710,           314
4038,   10982575328,    5479080962,          2495,     365676045,      34738361,           224,     437680057,      84794847,           264,     408568795,      81627008,           316
4039,   10990750334,    5483162413,          2441,     365869370,      34756312,           223,     437911229,      84839727,           264,     408782503,      81670320,           315
4040,   10998926289,    5487244337,          2442,     366071502,      34774002,           225,     438142482,      84884620,           265,     408996157,      81713581,           316
4041,   11007105101,    5491327688,          2655,     366264328,      34791924,           220,     438373736,      84929523,           262,     409209853,      81756849,           316
4042,   11015290752,    5495414457,          2430,     366460649,      34809636,           218,     438604967,      84974422,           263,     409423634,      81800147,           314
4043,   11023482660,    5499504353,          2431,     366648677,      34827583,           218,     438836336,      85019337,           265,     409637466,      81843453,           451
4044,   11031681529,    5503597728,          2709,     366842729,      34845356,           232,     439067786,      85064273,           265,     409851484,      81886828,           316
4045,   11039885475,    5507693640,          2472,     367041533,      34863172,           223,     439299336,      85109233,           263,     410065548,      81930215,           319
4046,   11048089634,    5511789657,          2499,     367236824,      34880865,           216,     439531018,      85154228,           265,     410279548,      81973535,           326
4047,   11056295608,    5515886580,          3079,     367437800,      34898641,           230,     439762810,      85199239,           266,     410493687,      82016927,           318
4048,   11064503997,    5519984709,          2483,     367635376,      34916447,           242,     439994462,      85244216,           271,     410707865,      82060312,           321
4049,   11072713273,    5524083280,          2451,     367828128,      34934545,           222,     440226196,      85289210,           266,     410922105,      82103712,           320
4050,   11080927446,    5528184298,          2622,     368019997,      34952537,           227,     440458021,      85334220,           265,     411136405,      82147118,           319
4051,   11089141628,    5532285319,          2492,     368214375,      34970313,           224,     440689984,      85379271,           265,     411350716,      82190521,           316
4052,   11097358369,    5536387618,          2482,     368404371,      34988140,           226,     440922057,      85424341,           265,     411565083,      82233964,           316
4053,   11105576407,    5540490564,          2456,     368595222,      35006188,           223,     441154097,      85469383,           266,     411779505,      82277420,           316
4054,   11113796116,    5544594344,          2567,     368785925,      35024154,           220,     441386264,      85514466,           265,     411994053,      82320901,           317
4055,   11122022424,    5548701422,          2643,     368974512,      35042184,           221,     441618486,      85559546,           262,     412208713,      82364411,           318
4056,   11130252179,    5552810222,          2443,     369167545,      35060103,           222,     441850703,      85604627,           265,     412423336,      82407895,           315
4057,   11138483347,    5556919727,          2458,     369360521,      35077860,           262,     442083089,      85649747,           274,     412638029,      82451395,           318
4058,   11146717248,    5561030597,          2478,     369551073,      35095711,           219,     442315631,      85694908,           265,     412852688,      82494866,           313
4059,   11154953346,    5565142564,          2506,     369745724,      35113592,           221,     442548177,      85740063,           269,     413067399,      82538352,           316
4060,   11163193691,    5569256653,          2417,     369942700,      35131539,           224,     442780641,      85785193,           264,     413282269,      82581898,           309
4061,   11171440803,    5573374124,          2455,     370134091,      35149549,           226,     443013306,      85830372,           266,     413497146,      82625441,           318
4062,   11179695058,    5577495165,          2974,     370322261,      35167777,           227,     443246246,      85875614,           266,     413712114,      82668977,           319
4063,   11187955886,    5581619491,          2451,     370518196,      35185712,           223,     443479014,      85920814,           265,     413927055,      82712515,           314
4064,   11196219941,    5585745429,          2452,     370714896,      35203564,           220,     443711814,      85966016,           274,     414142104,      82756075,           323
4065,   11204487091,    5589872913,          2754,     370905350,      35221730,           222,     443944709,      86011236,           275,     414357203,      82799648,           317
4066,   11212762058,    5594004304,          2455,     371095023,      35239814,           222,     444177583,      86056445,           268,     414572256,      82843209,           314
4067,   11221037110,    5598135736,          2502,     371289130,      35257873,           221,     444410496,      86101663,           265,     414787380,      82886797,           317
4068,   11229312811,    5602267491,          2476,     371481666,      35275968,           216,     444643511,      86146913,           264,     415002646,      82930410,           352
4069,   11237596155,    5606403066,          2458,     371671578,      35294141,           223,     444876789,      86192227,           265,     415218027,      82974067,           316
4070,   11245879892,    5610538836,          2682,     371860714,      35312256,           227,     445110020,      86237516,           266,     415433426,      83017716,           320
4071,   11254164132,    5614674856,          2563,     372069004,      35330146,           260,     445343250,      86282798,           265,     415648909,      83061395,           316
4072,   11262453115,    5618813246,          2473,     372274932,      35348057,           228,     445576435,      86328067,           266,     415864363,      83105037,           319
4073,   11270744517,    5622952844,          2567,     372477629,      35366026,           252,     445809762,      86373375,           327,     416079876,      83148696,           332
4074,   11279041956,    5627095459,          2464,     372679995,      35384034,           226,     446043261,      86418715,           266,     416295498,      83192371,           317
4075,   11287340960,    5631238855,          2487,     372886060,      35401958,           226,     446276696,      86464038,           264,     416511162,      83236070,           315
4076,   11295643521,    5635384028,          2723,     373088661,      35419866,           227,     446510198,      86509373,           266,     416726956,      83279801,           326
4077,   11303946475,    5639529396,          2381,     373283933,      35438033,           223,     446743660,      86554693,           266,     416942759,      83323535,           315
4078,   11312257442,    5643678769,          2493,     373484717,      35455942,           219,     446977270,      86600047,           295,     417158640,      83367293,           311
